Komoditas,Luas Panen Padi,GKP Tingkat Petani,GKP Tingkat Penggilingan,GKG Tingkat Penggilingan,Beras Medium Penggilingan,Beras Premium Penggilingan,Jagung Pipilan Kering,Kedelai Biji Kering (Lokal),Bawang Merah,Cabai Merah Keriting,Cabai Rawit Merah,Sapi (Hidup),Ayam Ras Pedaging (Hidup),Telur Ayam Ras,Stok GKG Tingkat Penggilingan,Stok Beras Tingkat Penggilingan
12/09/2021,70,4.330,4.530,5.020,8.750,10.030,4.630,7.950,13.980,9.940,13.210,50.440,20.000,17.990,50,20
13/09/2021,70,4.370,4.550,4.980,8.750,9.980,4.660,7.970,13.740,10.200,14.130,50.610,19.820,17.890,70,30
14/09/2021,70,4.300,4.520,5.020,8.750,10.030,4.690,7.990,13.830,10.000,13.480,50.670,19.520,17.680,50,30
15/09/2021,70,4.320,4.490,5.020,8.730,10.020,4.560,7.970,14.020,9.830,13.730,51.140,19.400,17.580,50,20
16/09/2021,60,4.340,4.510,5.030,8.750,10.010,4.560,7.990,14.650,10.170,14.950,50.430,19.210,17.510,50,30
17/09/2021,60,4.300,4.540,5.050,8.750,10.010,4.720,7.960,15.260,9.990,14.340,50.400,19.220,17.490,50,30
18/09/2021,60,4.320,4.580,5.080,8.750,10.010,4.770,7.990,14.750,9.900,14.210,50.900,19.280,17.190,70,30
19/09/2021,60,4.320,4.570,4.970,8.750,10.000,4.770,7.960,14.140,10.060,13.860,50.470,19.220,16.900,60,30
20/09/2021,60,4.320,4.560,5.070,8.730,9.990,4.750,7.960,15.200,10.190,14.570,50.400,19.080,17.050,50,30
21/09/2021,60,4.260,4.550,4.970,8.690,9.980,5.060,7.520,15.510,9.500,14.910,50.500,19.160,17.110,60,20
22/09/2021,60,4.270,4.560,5.030,8.680,9.950,5.010,7.970,15.750,10.190,14.250,50.180,19.210,16.860,120,30
23/09/2021,60,4.250,4.580,5.040,8.680,9.950,5.100,7.970,15.010,10.380,14.930,50.220,19.210,16.760,60,30
24/09/2021,60,4.350,4.650,5.040,8.680,9.910,5.060,7.970,14.920,10.220,14.460,50.360,19.360,16.590,70,50
25/09/2021,60,4.260,4.550,5.050,8.680,9.960,5.080,7.970,15.320,10.440,15.060,50.400,19.300,16.590,60,30
26/09/2021,90,4.370,4.610,5.190,8.850,9.950,5.020,7.970,15.320,10.460,14.800,50.120,19.210,16.990,70,30
27/09/2021,60,4.280,4.560,5.030,8.670,9.970,5.070,7.970,15.320,10.540,14.670,50.240,19.430,17.150,50,20
28/09/2021,60,4.270,4.530,5.020,8.650,9.940,5.020,7.970,14.580,11.170,14.010,50.190,19.440,17.400,50,30
29/09/2021,60,4.280,4.690,5.080,8.680,9.990,5.050,7.970,15.240,10.910,14.830,49.860,19.610,17.460,70,40
30/09/2021,60,4.290,4.580,5.080,8.700,9.950,5.080,7.960,15.450,11.550,14.720,50.160,19.560,17.480,70,30
01/10/2021,60,4.250,4.520,5.020,8.680,9.930,5.110,7.970,15.410,11.220,14.320,50.420,19.600,17.340,60,30
02/10/2021,60,4.330,4.610,5.040,8.700,9.950,5.090,7.950,15.410,11.430,14.460,50.160,19.270,17.280,70,40
03/10/2021,60,4.310,4.570,5.030,8.690,9.940,5.090,7.970,15.470,11.560,14.710,50.390,19.340,17.360,60,30
04/10/2021,70,4.260,4.560,5.050,8.660,9.950,5.080,7.960,15.520,12.000,15.050,50.190,19.400,17.250,50,30
05/10/2021,70,4.280,4.560,5.020,8.690,9.930,5.090,7.950,14.750,12.530,15.800,50.390,19.450,17.170,50,30
06/10/2021,70,4.260,4.540,5.010,8.710,9.940,5.060,7.970,14.090,12.530,15.990,50.160,19.650,17.080,50,30
07/10/2021,30,4.250,4.540,5.010,8.740,9.950,5.040,7.950,14.620,14.080,15.840,50.190,19.510,17.120,50,30
08/10/2021,70,4.260,4.540,4.980,8.710,9.920,5.040,8.100,14.670,13.850,15.710,50.310,19.680,17.090,60,30
09/10/2021,70,4.260,4.690,5.110,8.670,9.840,5.010,8.190,14.500,14.520,15.560,50.130,19.850,16.970,60,30
10/10/2021,70,4.260,4.630,5.090,8.710,9.910,4.980,8.190,14.570,13.630,15.990,50.230,19.990,16.990,60,30
11/10/2021,100,4.210,4.510,5.120,8.850,9.940,4.870,8.190,15.000,14.730,15.950,50.550,20.420,17.090,40,20
12/10/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13/10/2021,70,4.220,4.480,5.060,8.740,9.920,4.960,8.240,15.350,16.230,17.360,50.190,19.850,16.900,70,30
14/10/2021,70,4.220,4.480,5.030,8.740,9.910,4.940,8.190,15.610,17.440,17.410,50.230,19.670,16.710,70,30
15/10/2021,50,4.220,4.590,5.130,8.770,9.970,4.960,8.250,15.690,17.370,17.190,50.230,19.710,16.770,50,30
16/10/2021,10,4.250,4.610,5.150,8.740,9.960,4.980,8.230,15.600,17.380,17.340,50.460,19.950,16.760,60,30
17/10/2021,10,4.260,4.550,5.130,8.750,9.940,4.890,8.510,15.720,17.240,17.560,50.260,19.750,16.710,60,30
18/10/2021,10,4.360,4.610,5.160,8.740,9.940,4.880,8.510,15.650,16.880,17.780,50.650,19.940,16.820,60,30
19/10/2021,10,4.330,4.590,5.110,8.780,10.010,4.880,8.510,15.810,16.450,17.080,49.900,19.560,16.580,50,20
20/10/2021,10,4.320,4.570,5.090,8.780,9.980,4.880,8.490,15.730,16.310,17.470,50.200,20.030,16.750,40,20
21/10/2021,10,4.300,4.560,5.100,8.750,9.980,4.870,8.550,15.730,16.750,17.800,50.230,19.850,16.550,50,20
22/10/2021,10,4.450,4.730,5.210,8.800,9.980,4.880,8.570,15.800,16.620,18.360,50.080,19.900,16.550,60,40
23/10/2021,10,4.450,4.730,5.210,8.790,9.980,4.870,8.590,15.560,16.480,18.290,50.420,20.110,16.660,70,40
24/10/2021,10,4.310,4.630,5.190,8.800,10.040,4.870,8.600,15.500,16.190,18.440,50.520,20.090,16.720,60,30
25/10/2021,10,4.330,4.580,5.120,8.800,10.010,4.880,8.600,15.430,16.620,17.500,50.520,20.170,16.950,50,30
26/10/2021,10,4.320,4.570,5.130,8.800,10.030,4.920,8.600,15.560,16.970,18.130,50.350,20.070,16.830,50,20
27/10/2021,10,4.310,4.620,5.150,8.870,10.070,4.900,8.590,15.280,17.840,17.310,50.520,20.100,17.040,60,20
28/10/2021,10,4.330,4.620,5.160,8.880,10.050,4.950,8.570,15.090,17.190,18.410,50.490,19.970,17.220,50,30
29/10/2021,10,4.330,4.530,5.130,8.900,10.060,4.820,8.810,15.600,17.420,19.700,49.410,19.930,17.310,60,30
30/10/2021,10,4.320,4.550,5.110,8.880,10.070,4.830,8.560,15.230,17.490,19.770,50.500,20.020,17.240,60,30
31/10/2021,10,4.430,4.610,5.110,8.890,10.050,4.810,8.570,15.140,18.320,17.130,50.080,20.000,17.140,70,40
01/11/2021,10,4.320,4.550,5.120,8.910,10.070,4.860,8.570,15.630,18.660,18.670,50.160,19.930,17.400,50,30
02/11/2021,10,4.330,4.580,5.120,8.900,10.080,4.870,8.590,15.330,18.460,18.570,50.100,19.860,17.600,70,30
03/11/2021,10,4.350,4.600,5.150,8.900,10.120,4.820,8.680,14.890,19.370,18.670,49.970,20.010,17.650,60,30
04/11/2021,10,4.320,4.600,5.150,8.900,10.100,4.830,8.680,14.820,19.770,19.710,50.040,20.080,17.950,50,30
05/11/2021,10,4.300,4.590,5.160,8.910,10.110,4.840,8.680,14.580,20.350,19.200,50.070,20.030,18.120,50,30
06/11/2021,10,4.250,4.570,5.050,8.920,10.080,4.810,8.410,14.640,20.010,18.470,50.220,20.150,18.310,60,30
07/11/2021,10,4.400,4.660,5.120,8.910,10.070,4.830,8.650,14.580,20.360,18.370,50.110,20.130,18.770,70,30
08/11/2021,10,4.320,4.590,5.120,8.910,10.080,4.830,8.670,14.580,21.190,18.800,50.040,20.210,19.430,60,30
09/11/2021,10,4.330,4.630,5.200,8.910,10.090,4.860,8.670,14.600,24.310,17.530,50.010,20.200,19.350,50,30
10/11/2021,10,4.490,4.740,5.310,8.930,10.100,4.980,8.670,14.450,26.030,17.800,50.040,20.270,19.480,110,60
11/11/2021,20,4.390,4.710,5.290,8.930,10.110,5.000,8.670,14.470,28.010,17.250,50.040,20.280,19.870,60,30
12/11/2021,10,4.420,4.700,5.300,8.940,10.080,4.990,8.680,14.370,28.030,17.210,50.040,20.450,20.140,70,30
13/11/2021,40,4.380,4.710,5.280,8.940,10.070,4.980,8.560,14.810,27.770,17.260,50.170,20.430,19.780,60,30
14/11/2021,50,4.390,4.710,5.280,8.950,10.080,5.170,8.510,14.170,28.610,17.100,50.050,20.370,20.110,60,30
15/11/2021,50,4.390,4.700,5.250,8.960,10.080,5.110,8.420,13.710,27.530,16.530,50.010,20.490,20.130,60,30
16/11/2021,50,4.370,4.670,5.210,8.940,10.100,5.160,8.430,13.780,25.290,15.800,49.910,20.470,20.150,60,30
17/11/2021,50,4.400,4.660,5.210,8.930,10.050,5.140,8.430,14.180,27.650,15.710,49.830,20.540,20.350,40,20
18/11/2021,50,4.370,4.670,5.190,8.960,10.100,5.170,8.400,14.300,28.350,15.690,49.910,20.560,20.530,60,30
19/11/2021,60,4.360,4.660,5.250,8.980,10.110,5.150,8.430,14.240,28.200,15.390,49.980,20.570,20.440,70,40
20/11/2021,60,4.370,4.670,5.250,8.980,10.110,5.150,8.430,14.490,28.880,15.990,49.970,20.500,20.170,60,30
21/11/2021,60,4.360,4.560,5.240,8.980,10.050,5.130,8.420,14.230,27.590,15.850,50.090,20.500,20.070,60,30
22/11/2021,60,4.380,4.570,5.290,9.020,9.920,5.120,8.350,14.240,29.590,16.450,50.010,20.730,20.190,40,20
23/11/2021,60,4.410,4.640,5.300,9.000,10.050,5.100,8.380,14.190,29.610,16.700,50.010,20.780,20.150,70,40
24/11/2021,60,4.410,4.640,5.300,9.000,10.060,5.230,8.400,14.240,29.030,16.190,50.040,20.820,20.170,70,30
25/11/2021,60,4.410,4.610,5.400,9.000,10.050,5.120,8.400,14.270,28.980,16.950,50.120,20.740,20.010,70,40
26/11/2021,70,4.390,4.590,5.280,9.000,10.060,5.240,8.350,14.210,27.640,17.490,50.010,20.750,19.860,50,30
27/11/2021,70,4.390,4.610,5.270,8.980,10.060,5.240,8.350,14.190,28.180,16.900,50.010,20.590,19.830,70,40
28/11/2021,70,4.390,4.610,5.270,8.980,10.050,5.240,8.350,14.190,28.100,16.850,49.900,20.710,19.870,60,30
29/11/2021,70,4.410,4.640,5.290,9.000,10.060,5.220,8.350,14.190,27.540,19.310,50.390,20.810,19.830,50,30
30/11/2021,70,4.360,4.530,5.270,9.000,10.050,5.190,8.350,15.570,26.940,20.770,50.010,20.920,19.780,70,30
01/12/2021,70,4.390,4.540,5.270,9.020,10.070,5.210,8.350,14.270,26.550,21.830,50.010,20.940,19.430,60,30
02/12/2021,70,4.340,4.510,5.260,9.010,10.060,5.120,8.350,14.390,24.430,22.750,50.290,20.720,19.060,60,30
03/12/2021,70,4.340,4.510,5.260,9.020,10.070,5.170,8.350,12.990,25.440,23.540,50.080,21.010,19.280,50,30
04/12/2021,80,4.330,4.510,5.260,9.000,10.050,5.280,8.350,12.630,27.160,25.440,50.080,21.000,19.210,50,30
05/12/2021,80,4.340,4.520,5.260,9.010,10.070,5.250,8.350,12.820,26.920,24.640,49.300,21.060,19.400,40,30
06/12/2021,80,4.320,4.510,5.270,9.000,10.070,5.230,8.340,13.170,26.650,28.450,50.040,20.930,19.270,50,30
07/12/2021,80,4.320,4.530,5.260,9.000,10.060,5.170,8.350,13.590,28.430,30.080,50.100,20.780,19.070,70,40
08/12/2021,90,4.320,4.510,5.230,9.000,10.050,5.210,8.340,12.630,31.560,29.760,50.120,20.930,19.060,60,30
09/12/2021,90,4.330,4.510,5.240,8.980,10.080,5.220,8.320,12.910,29.860,36.030,49.740,20.780,19.250,60,40
10/12/2021,40,4.320,4.510,5.220,9.000,10.050,5.230,8.320,13.030,30.040,37.180,50.080,20.950,19.180,60,30
11/12/2021,30,4.360,4.540,5.220,9.150,9.830,5.210,8.300,12.750,29.950,36.590,50.230,20.900,19.440,40,20
12/12/2021,40,4.320,4.530,5.210,9.000,10.060,5.110,8.440,12.840,29.670,37.740,50.230,20.770,19.540,60,30
13/12/2021,30,4.310,4.510,5.250,9.010,10.110,5.150,8.490,13.030,30.280,36.410,50.140,20.960,19.810,40,20
14/12/2021,30,4.300,4.530,5.250,9.030,10.140,5.130,8.440,13.290,30.620,39.530,50.180,20.920,19.690,40,30
15/12/2021,30,4.320,4.550,5.250,9.010,10.140,5.120,8.490,12.940,30.090,39.870,50.060,20.950,20.150,50,30
16/12/2021,30,4.320,4.550,5.250,9.020,10.140,5.120,8.470,13.290,30.250,39.610,50.150,20.960,20.040,50,30
17/12/2021,30,4.300,4.530,5.230,9.010,10.110,5.100,8.460,14.830,30.500,45.600,50.030,21.120,20.250,50,30
18/12/2021,30,4.320,4.510,5.210,9.010,10.100,5.080,8.440,15.000,30.890,49.360,49.560,21.520,21.090,40,20
19/12/2021,20,4.270,4.510,5.230,9.010,10.110,5.060,8.440,14.050,31.180,51.960,49.850,21.470,21.040,40,30
20/12/2021,20,4.400,4.600,5.240,9.010,10.100,5.080,8.440,14.740,32.210,53.720,50.120,21.620,21.480,50,30
21/12/2021,20,4.320,4.550,5.230,9.010,10.110,5.160,8.420,14.820,32.120,55.790,50.160,21.550,21.460,40,30
22/12/2021,20,4.320,4.510,5.240,9.030,10.170,5.240,8.470,14.760,32.140,57.280,50.350,21.650,21.830,40,20
23/12/2021,20,4.320,4.550,5.280,9.030,10.180,5.260,8.460,14.330,30.270,59.150,50.450,21.750,22.430,50,30
24/12/2021,20,4.320,4.500,5.240,9.040,10.170,5.220,8.460,14.460,28.920,62.440,49.720,22.370,24.120,40,30
25/12/2021,20,4.320,4.520,5.280,9.050,10.130,5.240,8.460,13.040,26.370,61.230,50.840,22.330,23.760,40,20
26/12/2021,20,4.300,4.500,5.240,9.030,10.170,5.200,8.440,13.510,27.890,62.100,50.970,22.490,24.730,60,30
27/12/2021,20,4.400,4.580,5.290,9.030,10.160,5.180,8.470,13.760,28.820,54.940,50.840,22.640,24.410,60,30
28/12/2021,20,4.300,4.500,5.300,9.040,10.170,5.180,8.470,13.930,24.560,65.720,50.720,22.700,24.870,50,30
29/12/2021,20,4.300,4.530,5.250,9.040,10.180,5.250,8.440,13.920,24.750,68.770,51.190,22.720,24.930,50,30
30/12/2021,20,4.300,4.500,5.230,9.030,10.200,5.240,8.440,13.630,24.020,67.690,51.110,23.170,25.710,40,20
31/12/2021,10,4.300,4.530,5.250,9.000,10.080,5.220,8.470,14.650,23.860,67.770,50.970,23.220,25.150,20,20
01/01/2022,20,4.420,4.560,5.290,9.060,10.220,5.180,8.660,15.990,24.420,67.240,50.730,22.890,25.480,80,50
02/01/2022,90,4.280,4.550,5.290,9.040,10.180,5.200,8.660,15.550,23.450,65.990,50.520,23.090,25.210,50,30
03/01/2022,20,4.320,4.550,5.300,9.060,10.170,5.140,8.620,15.720,22.960,63.010,50.440,23.070,25.020,60,30
04/01/2022,20,4.320,4.540,5.300,9.060,10.150,5.140,8.610,14.320,21.300,58.210,50.560,22.620,24.910,60,40
05/01/2022,20,4.430,4.680,5.320,9.040,10.140,5.140,8.610,14.010,22.190,57.190,50.560,22.570,24.270,80,70
06/01/2022,20,4.320,4.570,5.320,9.060,10.170,5.140,8.590,14.550,23.690,58.140,50.560,22.480,24.010,60,40
07/01/2022,20,4.320,4.540,5.300,9.040,10.150,5.140,8.690,13.240,22.130,52.740,50.610,22.340,23.680,60,40
08/01/2022,10,4.320,4.540,5.260,9.020,10.000,5.070,8.590,12.990,22.490,52.730,50.560,22.440,23.690,30,20
09/01/2022,20,4.320,4.540,5.300,9.040,10.150,5.160,8.590,13.040,22.330,52.010,50.700,22.340,22.640,60,40
10/01/2022,20,4.320,4.570,5.320,9.060,10.170,5.060,8.520,13.920,21.760,48.530,50.120,22.290,22.840,70,50
11/01/2022,20,4.320,4.570,5.300,9.040,10.170,5.090,8.570,15.240,19.670,42.420,50.190,22.310,22.520,60,40
12/01/2022,20,4.460,4.550,5.340,9.160,10.210,4.670,8.520,14.990,16.200,37.340,50.550,22.540,22.100,80,30
13/01/2022,30,4.280,4.490,5.280,9.020,10.190,4.680,8.520,13.680,15.350,33.260,50.030,22.580,21.330,90,30
14/01/2022,20,4.310,4.740,5.330,9.050,10.180,4.600,8.520,13.700,16.440,33.750,49.930,22.730,21.050,80,30
15/01/2022,20,4.330,4.570,5.390,9.040,10.200,4.600,8.520,12.940,16.710,32.410,50.190,22.750,20.880,130,40
16/01/2022,20,4.340,4.570,5.370,9.040,10.210,4.940,8.520,12.770,14.800,32.500,49.770,22.920,20.630,180,40
17/01/2022,10,4.410,4.560,5.400,9.020,10.190,5.080,8.610,12.530,13.920,30.610,49.940,23.280,20.300,170,40
18/01/2022,10,4.350,4.570,5.400,9.080,10.190,5.060,8.610,12.840,13.410,30.000,49.800,23.240,20.090,160,40
19/01/2022,10,4.400,4.590,5.460,9.020,10.190,5.060,8.610,12.160,13.980,32.510,49.720,23.420,19.770,150,40
20/01/2022,10,4.430,4.650,5.570,9.160,10.210,5.060,8.610,13.050,13.360,32.240,48.000,23.280,19.190,130,50
21/01/2022,10,4.470,4.700,5.600,9.180,10.260,5.060,8.660,12.660,14.310,33.400,49.160,23.280,19.480,130,40
22/01/2022,20,4.370,4.620,5.590,9.200,10.210,5.060,8.660,12.660,14.660,33.450,48.650,23.350,19.140,120,50
23/01/2022,20,4.370,4.620,5.570,9.180,10.210,5.100,8.660,12.800,14.930,32.770,48.470,23.440,18.930,120,40
24/01/2022,10,4.260,4.500,5.540,9.160,10.140,4.990,8.300,12.420,13.160,29.390,48.490,23.240,19.030,150,50
25/01/2022,10,4.370,4.640,5.630,9.170,10.140,4.910,8.840,12.520,13.940,29.660,48.670,23.010,18.550,110,50
26/01/2022,10,4.350,4.610,5.620,9.180,10.200,4.840,8.840,12.630,15.150,28.190,48.410,22.920,18.530,110,30
27/01/2022,10,4.370,4.630,5.630,9.160,10.130,4.840,8.840,12.970,15.060,25.180,49.190,22.520,18.280,80,40
28/01/2022,10,4.390,4.630,5.650,9.170,10.150,4.740,8.840,12.360,14.170,26.440,48.670,22.450,18.180,80,40
29/01/2022,10,4.420,4.630,5.650,9.210,10.180,4.740,8.840,12.760,14.080,23.680,49.190,22.300,18.240,80,40
30/01/2022,20,4.450,4.670,5.610,9.210,10.160,4.740,8.840,14.340,14.230,25.200,48.350,22.260,18.400,90,50
31/01/2022,10,4.440,4.610,5.630,9.210,10.190,4.740,8.790,13.690,15.150,24.670,49.780,22.200,18.010,110,50
01/02/2022,10,4.420,4.620,5.760,9.250,10.190,4.800,8.790,12.750,13.430,21.370,48.790,22.270,18.130,160,70
02/02/2022,10,4.420,4.620,5.620,9.210,10.190,4.800,8.790,13.560,14.820,23.470,48.740,22.250,18.090,110,50
03/02/2022,10,4.420,4.620,5.620,9.210,10.190,4.830,8.840,12.930,13.630,20.900,49.370,21.750,17.920,110,40
04/02/2022,10,4.500,4.590,5.570,9.220,10.190,4.800,8.790,12.640,13.170,21.970,48.940,21.580,17.980,110,40
05/02/2022,10,4.430,4.600,5.600,9.250,10.200,4.760,9.300,14.190,13.890,20.970,48.790,21.490,17.920,110,40
06/02/2022,10,4.420,4.620,5.600,9.220,10.190,4.800,8.790,14.350,14.060,21.690,48.570,21.360,17.610,110,40
07/02/2022,10,4.390,4.580,5.600,9.220,10.160,4.790,8.830,16.030,14.370,23.100,48.780,21.180,17.650,110,40
08/02/2022,10,4.390,4.570,5.590,9.220,10.170,4.790,8.790,16.030,15.230,22.880,49.020,20.900,17.620,80,50
09/02/2022,10,4.390,4.550,5.590,9.230,10.160,4.690,9.400,15.920,15.230,23.270,49.350,20.930,17.700,110,40
10/02/2022,10,4.390,4.600,5.580,9.210,10.170,4.740,8.830,15.520,15.770,23.950,48.830,20.810,17.600,110,40
11/02/2022,10,4.540,4.580,5.710,9.270,10.170,4.730,8.830,15.430,15.330,23.690,48.750,20.790,17.540,160,60
12/02/2022,10,4.460,4.600,5.600,9.280,10.130,4.760,8.880,16.310,16.020,23.640,48.750,20.770,17.520,80,30
13/02/2022,10,4.460,4.600,5.590,9.220,10.170,4.740,8.880,15.930,16.200,24.190,48.750,20.960,17.480,110,40
14/02/2022,10,4.460,4.610,5.590,9.100,10.080,4.690,8.880,16.070,16.360,24.460,48.130,20.740,17.700,110,60
15/02/2022,20,4.460,4.590,5.600,9.060,10.080,4.720,8.880,15.960,17.410,23.890,48.750,21.110,17.570,110,60
16/02/2022,20,4.460,4.580,5.590,9.040,10.000,4.710,8.880,16.340,17.980,24.450,48.750,21.010,17.590,110,60
17/02/2022,10,4.430,4.600,5.600,9.060,10.000,4.670,8.880,17.640,18.530,25.190,48.880,21.000,17.620,100,50
18/02/2022,20,4.520,4.600,5.600,9.060,10.080,4.690,8.880,16.550,18.570,25.090,48.990,20.830,17.720,100,60
19/02/2022,10,4.430,4.600,5.600,9.080,10.080,4.670,8.880,16.210,19.510,27.070,49.130,20.870,17.940,80,70
20/02/2022,20,4.440,4.600,5.600,9.080,10.080,4.660,8.880,15.710,19.320,26.930,49.130,20.820,18.080,100,60
21/02/2022,10,4.440,4.600,5.600,9.080,10.080,4.660,8.880,16.000,20.330,26.860,49.230,20.670,18.220,90,50
22/02/2022,10,4.410,4.600,5.600,9.080,10.080,4.680,8.880,16.960,20.660,26.450,49.130,20.680,18.450,90,50
23/02/2022,10,4.370,4.580,5.590,9.140,10.050,4.690,8.880,17.560,20.890,28.330,49.200,20.420,18.410,100,50
24/02/2022,10,4.430,4.580,5.710,9.160,10.070,4.670,8.880,18.450,21.360,28.700,48.520,20.580,18.260,110,50
25/02/2022,10,4.430,4.580,5.720,9.160,10.070,4.680,8.880,19.220,21.820,29.880,49.100,20.850,18.340,100,50
26/02/2022,10,4.430,4.600,5.730,9.180,10.090,4.680,8.880,17.440,21.880,30.960,49.170,21.080,18.420,100,60
27/02/2022,10,4.430,4.600,5.740,9.180,10.090,4.680,8.880,19.090,22.790,32.750,48.890,21.180,18.470,110,50
28/02/2022,10,4.430,4.600,5.740,9.160,10.080,4.700,8.990,19.540,22.570,31.950,49.340,21.280,18.670,110,50
01/03/2022,10,4.430,4.600,5.730,9.160,10.050,4.720,8.990,19.210,23.440,32.640,49.660,21.250,18.760,100,60
02/03/2022,10,4.430,4.600,5.730,9.160,10.050,4.720,8.990,19.390,24.570,33.590,49.650,21.660,18.910,100,60
03/03/2022,10,4.410,4.590,5.700,9.180,10.050,4.690,8.990,19.390,24.870,33.510,50.030,21.670,19.080,130,60
04/03/2022,10,4.410,4.570,5.700,9.230,10.020,4.710,8.990,19.510,25.080,34.470,49.420,21.680,19.390,130,60
05/03/2022,10,4.420,4.590,5.710,9.160,10.020,4.720,8.990,19.090,26.420,37.790,49.860,21.770,19.420,120,70
06/03/2022,10,4.420,4.590,5.710,9.160,10.020,4.700,8.990,20.800,26.610,39.220,49.980,21.510,19.490,100,70
07/03/2022,10,4.410,4.570,5.700,9.180,10.110,4.690,9.040,20.220,27.310,40.500,50.950,21.270,20.070,120,50
08/03/2022,10,4.420,4.590,5.700,9.180,10.110,4.650,9.040,20.000,27.820,40.870,50.620,21.600,20.060,90,50
09/03/2022,10,4.390,4.590,5.710,9.180,10.120,4.610,9.090,20.020,26.650,40.780,50.410,21.390,20.180,90,50
10/03/2022,10,4.390,4.570,5.700,9.180,10.120,4.600,9.090,20.210,27.950,40.700,50.640,21.470,20.420,90,50
11/03/2022,10,4.410,4.610,5.710,9.180,10.120,4.610,9.090,21.230,28.870,40.780,50.570,21.120,20.130,120,40
12/03/2022,10,4.410,4.590,5.600,9.220,10.240,4.610,9.010,21.360,28.810,42.310,50.720,21.270,20.360,90,50
13/03/2022,10,4.410,4.610,5.620,9.220,10.240,4.650,9.070,20.640,28.850,42.990,51.110,21.210,20.380,80,50
14/03/2022,10,4.420,4.630,5.650,9.280,10.200,4.660,9.070,20.340,29.490,43.300,50.820,21.450,20.410,70,50
15/03/2022,10,4.440,4.630,5.590,9.170,10.250,4.600,9.070,20.340,29.530,42.890,50.720,21.590,19.980,90,70
16/03/2022,10,4.380,4.580,5.540,9.180,10.250,4.630,9.070,20.440,29.490,42.000,51.360,21.880,20.370,90,70
17/03/2022,10,4.400,4.560,5.540,9.190,10.250,4.630,9.040,19.310,29.710,41.300,51.190,21.750,20.570,80,60
18/03/2022,10,4.400,4.580,5.540,9.190,10.270,4.650,9.040,18.970,30.220,41.830,51.520,21.630,20.430,80,60
19/03/2022,10,4.410,4.590,5.530,9.210,10.280,4.660,9.100,19.500,30.530,41.130,51.590,21.550,20.280,90,60
20/03/2022,10,4.410,4.590,5.530,9.210,10.280,4.800,9.040,19.740,30.940,42.110,51.620,21.810,20.420,90,60
21/03/2022,20,4.470,4.670,5.530,9.140,10.100,4.850,9.040,20.650,30.580,42.500,50.800,21.490,19.860,50,50
22/03/2022,10,4.360,4.560,5.530,9.190,10.270,4.770,9.040,19.770,30.350,41.270,51.560,21.900,20.850,90,60
23/03/2022,10,4.400,4.600,5.530,9.210,10.290,4.750,8.990,19.580,29.990,40.220,52.270,21.910,20.690,90,60
24/03/2022,10,4.400,4.580,5.440,9.050,10.180,4.790,9.090,19.580,29.910,39.790,52.160,21.760,20.580,100,70
25/03/2022,10,4.350,4.520,5.380,8.990,10.180,4.790,9.090,18.960,28.790,36.930,52.160,21.910,20.760,80,40
26/03/2022,10,4.340,4.540,5.400,8.990,10.190,4.810,9.090,19.160,27.740,36.550,52.140,22.060,20.990,80,40
27/03/2022,10,4.350,4.540,5.400,8.990,10.190,4.770,9.090,19.260,27.560,36.340,52.130,21.740,21.170,80,60
28/03/2022,10,4.350,4.520,5.380,8.990,10.180,4.910,9.090,18.960,28.250,38.340,52.720,22.290,21.200,90,60
29/03/2022,10,4.340,4.520,5.380,8.890,10.150,4.910,9.090,18.610,26.200,36.880,52.430,22.540,21.200,100,70
30/03/2022,10,4.330,4.540,5.400,8.910,10.160,4.920,9.140,18.690,26.230,34.050,52.530,22.330,21.370,100,70
31/03/2022,10,4.320,4.550,5.400,8.910,10.180,4.930,9.140,18.870,25.210,35.680,53.410,22.800,21.960,100,70
01/04/2022,10,4.320,4.520,5.400,8.910,10.180,4.950,9.140,18.870,25.740,37.010,53.510,23.030,21.720,100,70
02/04/2022,20,4.340,4.520,5.400,8.910,10.170,4.930,9.140,19.420,27.340,37.310,54.340,23.450,21.920,90,60
03/04/2022,10,4.340,4.520,5.400,8.910,10.190,4.950,9.140,19.920,26.790,37.460,53.950,23.530,21.820,100,70
04/04/2022,10,4.340,4.520,5.490,9.000,10.110,5.070,9.140,19.920,26.610,37.270,53.920,23.560,21.640,70,50
05/04/2022,10,4.350,4.500,5.380,8.910,10.150,5.090,9.140,19.550,24.790,36.080,54.060,23.560,21.150,120,80
06/04/2022,10,4.310,4.530,5.360,8.940,10.170,5.110,9.140,19.960,25.790,37.730,54.570,23.580,21.770,120,90
07/04/2022,10,4.280,4.510,5.340,8.890,10.160,5.160,9.090,19.970,26.490,36.760,54.400,23.760,21.480,120,80
08/04/2022,20,4.260,4.490,5.360,8.900,10.160,5.230,9.090,20.160,24.550,31.750,54.310,23.430,21.320,120,80
09/04/2022,10,4.240,4.490,5.350,8.900,10.160,5.230,9.090,20.570,22.310,31.390,54.520,23.410,21.210,110,80
10/04/2022,20,4.190,4.420,5.240,8.890,10.140,5.240,9.040,19.470,22.140,32.510,53.870,23.610,21.420,110,90
11/04/2022,10,4.220,4.460,5.250,8.870,10.060,5.230,9.090,19.380,20.440,29.800,54.340,23.280,21.160,150,90
