Komoditas,Luas Panen Padi,GKP Tingkat Petani,GKP Tingkat Penggilingan,GKG Tingkat Penggilingan,Beras Medium Penggilingan,Beras Premium Penggilingan,Jagung Pipilan Kering,Kedelai Biji Kering (Lokal),Bawang Merah,Cabai Merah Keriting,Cabai Rawit Merah,Sapi (Hidup),Ayam Ras Pedaging (Hidup),Telur Ayam Ras,Stok GKG Tingkat Penggilingan,Stok Beras Tingkat Penggilingan
31/01/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
06/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
07/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
08/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28/02/2021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01/03/2021,-,-,-,5.800,8.800,9.600,3.700,6.800,19.200,35.200,71.910,-,-,-,-,-
02/03/2021,-,-,-,-,-,-,4.000,6.800,18.800,33.810,77.030,-,19.750,20.250,-,-
03/03/2021,0,4.500,4.700,5.200,8.900,9.990,3.850,6.800,21.240,32.170,70.940,-,19.620,20.420,-,-
04/03/2021,-,4.400,4.700,5.600,8.800,9.990,3.750,6.600,20.500,33.970,70.400,-,19.870,20.810,-,-
05/03/2021,0,4.500,4.700,5.240,8.900,10.040,3.700,7.000,20.650,39.250,71.700,47.000,20.240,21.010,-,-
06/03/2021,0,-,-,5.110,8.900,9.600,3.700,-,20.650,36.120,73.580,48.720,20.900,20.670,-,-
07/03/2021,20,4.500,4.800,5.240,8.900,10.040,3.700,7.000,23.500,38.560,72.010,48.720,20.400,20.770,-,-
08/03/2021,10,4.500,4.800,5.240,8.900,10.040,3.800,7.000,21.540,38.560,70.350,49.500,20.230,20.420,-,-
09/03/2021,10,4.500,4.800,5.240,8.900,10.040,3.900,7.000,21.810,39.020,78.180,50.000,19.610,20.460,-,-
10/03/2021,10,4.240,4.650,5.230,8.930,10.190,3.700,7.250,22.640,29.740,71.940,46.880,19.920,20.960,-,-
11/03/2021,10,4.240,4.650,5.250,8.930,10.190,3.750,7.000,22.950,31.230,79.070,48.370,20.170,20.760,-,-
12/03/2021,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,20.710,-,-
13/03/2021,10,4.150,4.450,5.200,8.870,10.130,3.900,7.000,21.780,33.330,72.590,48.060,20.040,20.270,-,-
14/03/2021,10,4.240,4.500,5.150,8.870,10.160,3.850,7.480,25.380,35.000,68.180,48.670,20.280,20.480,-,-
15/03/2021,10,4.000,4.150,5.050,8.900,10.030,3.850,7.750,20.330,33.490,86.950,47.960,20.590,19.850,20,10
16/03/2021,10,3.850,4.100,4.740,8.740,9.980,4.100,7.200,22.360,35.370,85.490,48.120,20.510,19.970,70,20
17/03/2021,10,4.160,4.230,4.950,8.740,10.060,3.950,7.480,21.000,34.080,77.140,47.960,21.070,19.680,30,10
18/03/2021,10,4.120,4.190,4.730,8.790,9.890,3.990,8.000,22.540,33.130,78.360,47.540,21.540,19.670,40,10
19/03/2021,10,4.190,4.290,4.990,8.830,9.990,4.000,7.000,21.870,35.410,75.060,48.450,21.490,20.290,40,10
20/03/2021,10,4.160,4.270,4.990,8.740,9.990,4.000,7.610,23.330,35.790,68.840,47.890,21.230,20.420,30,10
21/03/2021,10,4.160,4.230,4.990,8.740,10.060,4.000,7.610,22.190,33.150,80.860,47.890,21.300,20.080,20,10
22/03/2021,10,4.060,4.170,4.910,8.740,9.980,4.000,7.940,22.640,34.110,74.560,49.150,21.030,19.180,60,10
23/03/2021,20,4.060,4.170,4.770,8.770,9.930,4.030,7.940,20.230,33.380,79.580,49.130,21.220,19.420,70,40
24/03/2021,40,3.990,4.120,4.810,8.470,9.860,3.900,7.940,20.630,36.340,85.560,49.300,21.210,18.860,90,50
25/03/2021,40,3.990,4.120,4.870,8.520,9.910,3.950,8.150,20.630,36.660,81.100,49.880,21.220,19.100,90,40
26/03/2021,50,3.950,4.120,4.850,8.760,9.990,4.030,9.500,20.010,37.200,81.270,49.860,21.170,19.190,30,20
27/03/2021,50,3.950,4.140,4.810,8.720,9.950,4.100,9.500,19.770,34.440,79.050,49.820,20.680,19.250,50,20
28/03/2021,50,3.860,4.070,4.800,8.760,9.910,4.080,9.500,19.350,34.760,79.030,49.820,20.730,18.810,80,30
29/03/2021,70,4.010,4.170,4.890,8.810,10.070,4.170,7.000,19.050,38.240,77.810,49.770,20.680,18.730,20,10
30/03/2021,50,3.850,4.070,4.760,8.580,9.730,4.100,9.500,18.320,32.390,67.900,49.920,21.460,19.100,150,50
31/03/2021,50,3.850,4.100,4.760,8.780,9.460,4.100,8.380,18.380,33.180,66.570,49.920,21.360,19.250,60,40
01/04/2021,50,3.930,4.140,4.830,8.650,9.940,4.070,9.500,16.810,31.700,56.380,50.120,21.860,19.380,40,20
02/04/2021,50,3.930,4.170,4.840,8.630,9.940,4.130,9.500,17.890,32.130,58.470,50.670,21.790,19.670,40,20
03/04/2021,60,3.960,4.270,4.790,8.530,9.840,4.200,-,17.890,31.750,53.370,50.280,21.930,19.980,50,20
04/04/2021,60,3.970,4.240,4.850,8.470,9.840,4.220,9.500,17.780,32.150,55.400,50.170,21.880,19.780,40,20
05/04/2021,60,3.970,4.220,4.850,8.470,9.840,4.320,8.720,17.890,32.240,53.460,50.570,22.180,19.880,30,20
06/04/2021,60,4.040,4.240,4.830,8.570,9.940,4.320,8.720,17.180,36.370,43.830,51.180,22.320,20.130,30,10
07/04/2021,60,3.970,4.200,4.820,8.590,9.900,4.320,9.500,17.440,33.300,46.080,51.190,22.180,20.700,40,20
08/04/2021,60,3.970,4.200,4.830,8.590,9.900,4.400,9.500,17.060,31.640,51.460,51.560,22.980,21.000,40,20
09/04/2021,70,3.970,4.260,4.840,8.670,9.790,4.080,8.100,14.790,33.140,48.530,52.620,22.650,21.180,50,20
10/04/2021,60,3.970,4.180,4.830,8.650,9.820,4.080,8.150,14.040,30.810,51.340,51.660,23.240,21.120,40,20
11/04/2021,60,3.900,4.150,4.760,8.650,9.700,4.080,7.970,14.040,28.900,46.790,52.360,23.770,21.700,50,20
12/04/2021,60,3.970,4.200,4.830,8.690,9.770,4.100,8.150,15.290,30.200,49.700,52.460,24.540,22.140,30,10
13/04/2021,50,3.920,4.170,4.770,8.680,9.800,4.130,8.150,14.210,28.590,48.830,52.500,24.820,22.530,70,20
14/04/2021,60,3.980,4.240,4.850,8.680,9.900,4.130,8.150,14.490,25.930,45.040,51.880,24.590,21.710,70,40
15/04/2021,60,3.980,4.260,4.860,8.680,9.900,4.130,8.150,14.020,27.850,45.160,52.190,24.430,21.730,60,30
16/04/2021,70,4.050,4.250,4.970,8.780,10.130,4.490,8.500,14.280,28.330,45.820,49.700,24.700,21.960,20,10
17/04/2021,70,3.900,4.250,4.790,8.720,9.800,4.270,7.970,14.210,28.260,44.940,51.450,24.000,21.660,40,20
18/04/2021,70,3.900,4.250,4.820,8.780,9.860,4.270,7.970,14.400,28.570,45.860,51.400,23.950,21.620,50,20
19/04/2021,80,4.020,4.300,4.900,8.780,9.930,4.300,8.150,14.400,27.820,40.110,50.980,24.150,21.540,40,20
20/04/2021,80,4.020,4.450,4.940,8.810,9.990,4.300,7.970,15.020,26.230,35.500,50.650,23.760,21.410,40,20
21/04/2021,80,4.020,4.450,4.950,8.810,9.990,4.320,8.150,14.140,25.420,35.570,50.990,23.920,21.190,40,20
22/04/2021,80,4.100,4.490,4.970,8.810,9.910,4.320,8.150,14.540,25.560,34.560,50.990,23.620,21.020,40,10
23/04/2021,80,4.000,4.370,4.800,8.780,9.860,4.320,7.750,16.250,26.450,34.160,50.940,23.620,20.830,80,40
24/04/2021,80,4.100,4.400,4.930,8.780,9.950,4.320,7.750,13.960,24.240,31.650,51.510,23.340,20.740,30,20
25/04/2021,80,4.070,4.360,4.890,8.740,9.950,4.390,8.150,14.360,20.140,28.340,50.940,23.130,20.800,30,10
26/04/2021,80,3.980,4.260,4.830,8.710,9.980,4.460,7.750,14.170,18.800,28.340,51.410,22.660,20.590,40,20
27/04/2021,70,4.120,4.370,4.960,8.620,9.770,4.460,7.750,14.030,18.100,31.980,50.960,22.860,20.600,70,30
28/04/2021,70,4.100,4.350,4.980,8.620,9.940,4.460,7.750,14.360,15.140,28.620,51.160,22.540,19.980,60,30
29/04/2021,70,4.100,4.350,4.990,8.650,9.880,4.460,7.750,14.220,16.500,30.560,51.210,22.140,19.800,60,20
30/04/2021,70,4.100,4.350,4.980,8.620,9.770,4.580,7.750,14.030,14.570,32.040,51.770,22.050,19.370,70,30
01/05/2021,70,4.220,4.380,4.960,8.620,9.880,4.580,8.150,13.840,15.590,33.680,51.270,22.000,19.590,60,30
02/05/2021,70,4.220,4.380,4.960,8.650,9.880,4.580,7.750,13.840,15.010,33.650,51.270,21.940,19.560,30,20
03/05/2021,70,4.320,4.450,4.970,8.670,9.860,4.300,7.000,13.530,14.710,33.480,51.270,22.040,19.550,50,20
04/05/2021,80,4.170,4.360,4.930,8.750,10.040,4.580,8.150,16.040,16.460,29.910,51.320,22.030,19.540,50,20
05/05/2021,80,4.240,4.390,4.980,8.730,10.000,4.600,7.750,14.260,17.870,30.150,51.540,21.890,19.340,50,20
06/05/2021,80,4.200,4.360,4.930,8.680,9.900,4.600,8.150,14.160,20.490,27.880,51.550,21.900,19.500,40,20
07/05/2021,80,4.260,4.400,4.970,8.700,9.870,4.340,7.750,15.290,17.050,31.730,52.360,21.990,19.540,70,20
08/05/2021,80,4.260,4.430,4.980,8.760,10.040,4.670,7.750,14.310,17.500,33.750,51.690,22.080,19.430,50,20
09/05/2021,70,4.200,4.380,4.930,8.850,10.040,4.700,8.580,14.250,18.580,30.700,51.380,22.290,19.410,40,20
10/05/2021,70,4.010,4.230,4.910,8.790,9.940,4.460,8.610,14.860,20.740,37.620,53.200,22.530,19.730,40,20
11/05/2021,60,4.050,4.200,4.940,8.880,10.060,4.480,8.170,16.070,23.310,38.310,55.160,22.680,19.660,60,50
12/05/2021,70,4.040,4.220,4.980,8.810,10.060,4.350,7.930,14.360,24.590,40.690,55.930,23.140,19.650,30,20
13/05/2021,70,4.040,4.250,4.980,8.750,9.910,4.420,8.170,17.500,25.060,40.110,56.100,23.320,19.890,60,20
14/05/2021,70,4.230,4.340,5.030,8.830,10.070,4.680,8.050,15.260,25.010,35.810,55.970,22.590,19.800,60,30
15/05/2021,70,4.070,4.260,5.010,8.730,9.890,4.420,8.210,15.950,23.390,38.140,53.330,23.150,19.860,40,20
16/05/2021,70,4.060,4.300,4.980,8.860,10.100,4.610,8.570,15.950,21.200,37.310,56.280,22.730,19.770,30,20
17/05/2021,70,4.250,4.380,5.070,8.890,10.130,4.840,8.050,14.270,18.800,40.060,55.010,22.810,20.150,40,20
18/05/2021,70,4.080,4.300,4.970,8.880,10.130,4.500,8.220,13.980,19.900,33.260,53.350,22.490,20.390,40,20
19/05/2021,70,4.070,4.270,5.010,8.870,10.050,4.540,8.190,14.410,16.800,31.350,53.570,22.150,20.490,50,20
20/05/2021,80,4.110,4.290,4.960,8.880,10.130,4.590,8.470,13.970,16.100,27.570,53.610,22.060,20.400,30,10
21/05/2021,80,4.020,4.210,5.000,8.750,9.910,4.540,8.190,15.390,16.710,26.940,52.950,21.880,20.510,40,20
22/05/2021,80,4.250,4.400,5.030,8.860,10.160,4.840,8.430,14.900,15.870,26.800,53.030,21.880,20.570,30,20
23/05/2021,80,4.040,4.220,4.950,8.800,10.060,4.330,7.960,15.290,15.390,26.710,53.820,21.760,20.540,30,20
24/05/2021,80,4.060,4.250,4.940,8.910,10.140,4.590,8.470,15.720,14.340,27.490,52.970,21.620,20.420,30,10
25/05/2021,80,4.340,4.430,5.100,8.950,10.170,4.820,8.050,15.770,14.230,25.850,52.440,20.850,20.340,90,30
26/05/2021,80,4.180,4.310,4.970,8.940,10.140,4.520,8.320,14.760,12.750,25.700,52.510,21.340,20.650,40,20
27/05/2021,80,4.160,4.290,5.040,8.860,10.080,4.590,8.080,15.170,13.860,23.590,53.090,21.320,20.890,50,20
28/05/2021,80,4.120,4.300,5.010,8.940,10.120,4.540,8.040,14.690,14.350,23.830,51.850,21.110,20.440,70,30
29/05/2021,80,4.140,4.330,5.060,8.940,10.150,4.540,8.100,15.530,13.930,22.900,52.060,20.920,20.670,50,20
30/05/2021,80,4.340,4.460,5.040,8.920,10.120,4.840,8.430,15.320,14.130,22.380,52.190,21.060,20.440,40,20
31/05/2021,80,4.140,4.310,4.980,8.930,10.160,4.560,8.450,15.700,12.740,21.960,51.410,20.690,20.560,40,20
01/06/2021,80,4.300,4.460,5.050,8.960,10.160,4.840,8.050,15.800,14.530,24.110,52.140,20.680,20.670,70,30
02/06/2021,80,4.100,4.330,4.960,8.850,10.010,4.610,8.110,16.230,14.500,24.150,52.580,20.780,20.940,50,20
03/06/2021,90,4.150,4.300,4.970,8.960,10.090,4.580,8.420,17.130,13.760,22.900,52.140,20.820,20.230,40,20
04/06/2021,80,4.130,4.320,4.970,8.850,10.020,4.610,8.110,16.390,14.380,22.910,51.920,20.830,21.050,80,30
05/06/2021,90,4.300,4.450,5.050,8.730,10.060,4.870,8.050,14.970,12.560,21.040,51.920,20.790,21.110,70,30
06/06/2021,80,4.150,4.280,5.010,8.840,10.050,4.610,8.110,14.880,13.760,23.030,52.320,20.760,21.080,50,30
07/06/2021,80,4.160,4.320,4.960,8.730,9.870,4.460,7.730,15.470,12.740,22.180,52.620,20.660,21.280,50,20
08/06/2021,90,4.180,4.310,4.990,8.840,10.050,4.500,7.760,15.240,11.860,21.850,51.360,20.900,21.000,70,30
09/06/2021,90,4.160,4.300,4.960,8.780,10.050,4.480,7.710,15.450,12.230,20.640,52.800,20.760,20.970,60,30
10/06/2021,90,4.130,4.280,4.900,8.830,10.020,4.480,7.890,16.460,12.890,20.830,50.910,20.840,21.160,50,20
11/06/2021,90,4.130,4.280,4.970,8.770,10.010,4.450,7.650,16.190,12.990,22.370,52.450,21.150,20.920,50,20
12/06/2021,90,4.120,4.270,4.980,8.880,10.010,4.490,8.020,16.080,12.550,20.910,52.090,20.990,20.670,60,30
13/06/2021,30,4.130,4.290,5.020,8.890,10.000,4.520,7.950,15.910,12.590,21.220,51.970,21.010,20.830,50,30
14/06/2021,30,4.110,4.290,5.010,8.880,10.000,4.490,8.000,15.490,12.420,21.350,51.970,20.920,20.660,60,20
15/06/2021,20,4.200,4.400,5.060,8.930,10.080,4.680,8.100,15.950,12.030,20.510,51.520,20.970,20.490,70,30
16/06/2021,20,4.010,4.270,5.010,8.950,10.080,4.500,7.980,16.400,12.700,21.380,51.310,20.820,20.430,50,20
17/06/2021,90,3.990,4.250,4.960,8.940,10.080,4.460,8.000,19.420,14.020,21.370,51.310,20.900,20.320,70,20
18/06/2021,90,4.130,4.390,5.060,8.960,10.110,4.630,8.100,15.290,12.470,19.810,51.700,20.750,20.210,80,40
19/06/2021,20,3.960,4.270,4.960,8.990,10.090,4.440,8.190,14.840,12.680,21.050,51.430,20.880,20.130,50,30
20/06/2021,30,3.990,4.300,5.010,8.910,10.020,4.390,8.010,16.090,12.320,20.290,51.660,21.000,20.200,60,20
21/06/2021,30,4.060,4.350,5.070,8.810,9.990,4.380,8.010,16.420,12.120,20.720,51.360,20.950,20.130,70,20
22/06/2021,30,4.060,4.330,5.050,8.830,10.040,4.360,7.960,16.840,11.950,21.160,51.360,20.780,19.960,50,20
23/06/2021,30,4.040,4.320,5.030,8.670,9.900,4.410,7.950,16.470,12.180,22.020,51.360,20.730,19.860,70,20
24/06/2021,30,4.270,4.500,5.010,8.710,9.920,4.580,8.490,16.900,11.380,21.220,52.090,20.960,19.990,80,30
25/06/2021,10,4.090,4.330,4.980,8.700,9.930,4.420,7.950,16.900,11.090,20.600,51.630,20.770,19.840,60,20
26/06/2021,10,4.060,4.320,4.950,8.760,9.990,4.410,7.950,16.570,11.670,21.330,51.510,20.580,19.940,70,30
27/06/2021,10,4.090,4.320,4.930,8.780,9.930,4.400,8.200,15.450,12.420,23.260,50.470,20.390,20.170,60,30
28/06/2021,10,4.090,4.270,4.990,8.770,9.940,4.380,7.930,16.270,12.360,24.190,51.550,20.210,19.950,60,20
29/06/2021,10,4.190,4.410,4.980,8.750,9.920,4.440,7.910,16.490,12.690,23.870,51.700,20.280,19.930,70,30
30/06/2021,10,4.220,4.460,5.030,8.730,9.920,4.540,8.050,16.490,12.970,21.540,51.730,20.190,19.670,80,30
01/07/2021,10,4.250,4.410,4.960,8.740,9.980,4.470,8.160,17.670,13.380,24.550,52.080,19.920,19.670,60,30
02/07/2021,20,4.240,4.380,4.980,8.750,9.930,4.340,7.910,17.410,13.480,27.390,51.810,19.530,19.830,70,30
03/07/2021,20,4.230,4.400,4.980,8.740,9.990,4.350,8.190,17.260,12.780,27.760,52.210,19.710,19.810,60,20
04/07/2021,20,4.240,4.400,5.000,8.740,9.970,4.330,7.940,17.610,12.760,27.400,51.940,19.490,19.870,70,30
05/07/2021,20,4.260,4.450,5.010,8.740,9.940,4.340,7.930,18.140,12.900,27.720,52.530,19.810,19.590,70,30
06/07/2021,20,4.220,4.460,4.940,8.760,9.950,4.300,8.070,17.790,12.900,28.190,53.840,20.190,19.560,90,40
07/07/2021,20,4.220,4.430,4.980,8.760,9.990,4.250,8.060,17.450,12.920,28.270,52.970,20.200,19.550,60,30
08/07/2021,20,4.230,4.400,4.970,8.710,9.960,4.260,8.060,17.780,12.260,32.640,52.460,20.050,19.550,60,30
09/07/2021,20,4.220,4.420,4.990,8.670,9.930,4.350,8.270,18.030,11.840,35.200,52.970,20.300,19.420,50,30
10/07/2021,20,4.270,4.420,5.010,8.600,9.910,4.400,8.270,17.180,11.520,35.570,53.040,20.290,19.360,80,40
11/07/2021,20,4.260,4.420,5.000,8.700,9.960,4.300,8.060,17.680,12.520,35.350,53.110,20.080,19.440,50,30
12/07/2021,20,4.230,4.400,4.990,8.720,9.960,4.310,8.080,18.840,12.610,35.650,53.110,20.150,19.570,60,30
13/07/2021,20,4.250,4.450,5.070,8.720,9.960,4.340,8.100,18.500,12.500,35.180,53.780,20.300,19.590,60,30
14/07/2021,20,4.260,4.460,5.080,8.880,10.050,4.400,8.110,18.880,12.240,35.490,53.920,19.690,19.650,60,30
15/07/2021,20,4.270,4.470,4.990,8.880,10.050,4.390,8.110,18.260,12.280,34.970,53.640,19.090,19.690,60,40
16/07/2021,20,4.260,4.450,4.990,8.890,10.070,4.410,8.100,18.730,12.560,36.220,54.460,18.880,19.690,60,30
17/07/2021,20,4.250,4.440,5.010,8.850,10.020,4.520,8.270,18.140,12.500,35.420,54.000,18.730,19.930,70,40
18/07/2021,20,4.260,4.420,4.990,8.860,10.070,4.390,8.100,18.930,12.640,35.880,53.630,19.020,20.090,60,30
19/07/2021,20,4.250,4.410,4.990,8.880,10.070,4.400,8.040,20.000,15.700,33.830,55.130,19.320,20.110,60,30
20/07/2021,20,4.230,4.460,5.000,8.790,10.020,4.410,8.110,19.910,13.690,37.560,54.030,17.470,20.460,70,60
21/07/2021,20,4.220,4.480,5.020,8.740,9.940,4.570,8.270,19.860,14.100,36.490,55.150,18.630,19.760,60,40
22/07/2021,10,4.230,4.460,4.990,8.850,10.070,4.440,8.080,20.330,16.240,38.030,54.850,18.640,19.900,60,30
23/07/2021,20,4.280,4.520,4.970,8.760,9.950,4.390,8.080,20.420,15.700,38.130,53.950,18.120,20.010,100,60
24/07/2021,20,4.260,4.480,5.010,8.760,10.010,4.410,8.040,19.750,15.640,37.900,54.110,18.130,19.900,60,30
25/07/2021,20,4.260,4.470,4.990,8.740,10.020,4.400,8.070,20.140,14.700,36.570,52.900,17.970,20.010,60,30
26/07/2021,20,4.260,4.480,4.990,8.720,10.000,4.380,8.070,20.620,14.960,35.470,52.880,17.590,20.120,60,30
27/07/2021,20,4.180,4.420,4.950,8.740,10.020,4.440,8.070,20.620,15.010,35.320,52.590,17.650,20.150,70,40
28/07/2021,20,4.180,4.430,4.940,8.730,10.030,4.440,8.070,20.240,14.630,35.990,52.410,17.810,20.250,60,30
29/07/2021,20,4.160,4.400,4.920,8.740,10.040,4.510,8.160,21.000,14.240,35.040,52.170,17.540,20.180,60,30
30/07/2021,40,4.150,4.400,4.910,8.700,9.970,4.510,8.070,21.050,14.910,35.770,52.120,17.420,19.940,60,40
31/07/2021,40,4.160,4.370,4.850,8.710,10.000,4.510,8.070,20.850,14.710,34.850,52.480,17.470,20.300,60,30
01/08/2021,40,4.170,4.380,4.850,8.710,10.050,4.530,8.070,20.880,14.200,34.300,51.750,17.780,20.330,60,30
02/08/2021,40,4.140,4.360,4.840,8.730,10.060,4.520,8.100,21.160,13.450,33.150,51.830,17.900,20.180,60,30
03/08/2021,40,4.140,4.520,4.920,8.710,10.050,4.510,8.120,20.880,12.970,31.050,51.600,18.320,20.060,70,40
04/08/2021,50,4.140,4.420,4.900,8.680,10.050,4.530,8.130,20.930,11.940,28.920,51.340,18.390,20.150,60,30
05/08/2021,50,4.140,4.450,4.910,8.670,10.030,4.450,8.120,20.840,11.690,28.850,51.260,19.820,20.020,60,30
06/08/2021,50,4.160,4.300,4.870,8.670,10.030,4.470,8.120,20.660,12.150,27.870,51.070,18.750,19.650,50,30
07/08/2021,50,4.160,4.300,4.880,8.680,10.050,4.470,8.140,20.630,11.870,27.380,51.160,18.880,19.910,50,30
08/08/2021,50,4.060,4.270,4.830,8.620,9.930,4.640,8.330,20.630,11.670,26.580,50.730,19.460,20.080,70,40
09/08/2021,30,4.140,4.300,4.880,8.680,10.040,4.460,8.140,19.590,11.720,24.110,50.940,19.510,19.870,50,30
10/08/2021,40,4.210,4.400,4.910,8.680,10.060,4.450,8.120,19.390,12.690,24.540,51.330,19.750,19.780,60,30
11/08/2021,20,4.150,4.380,4.910,8.580,9.990,4.610,8.330,19.790,13.250,22.310,51.200,20.080,20.190,60,30
12/08/2021,40,4.180,4.360,4.880,8.680,10.060,4.460,8.140,19.930,11.770,23.500,51.140,20.380,19.950,50,30
13/08/2021,30,4.150,4.270,4.830,8.680,10.060,4.500,8.140,19.050,10.730,22.160,51.160,20.040,19.670,60,30
14/08/2021,30,4.200,4.290,4.840,8.670,10.070,4.470,8.170,17.780,11.160,20.060,51.160,19.840,19.630,50,30
15/08/2021,30,4.160,4.260,4.830,8.680,10.030,4.440,8.120,17.300,10.400,21.280,51.060,19.820,19.640,50,30
16/08/2021,40,4.170,4.300,4.920,8.850,10.050,4.340,8.120,17.180,9.820,19.260,50.640,19.810,19.640,30,20
17/08/2021,30,4.110,4.240,4.890,8.820,9.890,4.500,8.140,17.310,11.270,20.130,50.690,19.020,19.300,70,30
18/08/2021,20,4.120,4.240,4.820,8.720,9.950,4.490,8.140,17.310,10.830,19.890,49.780,19.190,19.350,70,30
19/08/2021,40,4.150,4.270,4.830,8.720,9.950,4.490,8.140,17.310,10.960,18.080,50.350,18.970,19.300,60,30
20/08/2021,40,4.160,4.400,4.940,8.720,9.960,4.510,8.140,16.950,10.530,17.970,50.390,18.810,19.180,70,30
21/08/2021,40,4.100,4.360,4.940,8.640,9.870,4.640,8.330,16.990,10.420,17.590,50.630,18.580,19.090,60,30
22/08/2021,50,4.150,4.350,4.860,8.690,9.930,4.520,8.100,16.750,10.410,16.170,50.350,18.760,18.920,60,20
23/08/2021,50,4.210,4.420,4.980,8.740,9.990,4.540,8.110,16.510,9.040,14.450,50.600,19.120,18.980,60,20
24/08/2021,50,4.240,4.470,5.000,8.730,9.980,4.560,8.110,16.150,10.420,15.060,50.390,18.970,18.890,70,40
25/08/2021,50,4.250,4.510,4.970,8.720,9.920,4.560,8.100,16.640,9.980,15.590,50.390,19.420,18.990,80,50
26/08/2021,60,4.240,4.510,5.050,8.640,9.920,4.710,8.270,16.880,9.800,14.440,50.350,19.370,18.930,60,40
27/08/2021,60,4.260,4.510,4.990,8.720,9.930,4.560,8.100,16.090,9.160,14.470,50.600,19.800,18.760,50,30
28/08/2021,60,4.250,4.490,4.990,8.740,10.010,4.580,8.110,15.990,9.470,14.230,50.380,19.890,18.560,60,30
29/08/2021,60,4.260,4.500,5.030,8.730,10.010,4.580,8.110,15.280,8.850,12.910,50.630,19.540,18.400,50,30
30/08/2021,60,4.260,4.470,5.000,8.740,10.010,4.620,8.110,15.150,9.330,13.860,50.450,19.890,18.450,60,30
31/08/2021,60,4.260,4.480,4.990,8.730,9.980,4.720,8.110,14.430,8.970,11.700,50.710,20.150,18.390,60,30
01/09/2021,60,4.220,4.530,5.120,8.700,10.080,4.860,8.270,14.130,8.450,13.090,50.600,19.890,18.250,60,30
02/09/2021,60,4.240,4.510,5.080,8.740,10.110,4.710,8.070,14.970,9.350,13.700,49.320,19.840,18.210,60,30
03/09/2021,60,4.210,4.440,4.980,8.700,9.960,4.710,8.110,13.190,8.800,13.960,50.560,19.760,18.320,50,30
04/09/2021,60,4.220,4.390,4.960,8.700,9.990,4.660,8.110,14.170,8.960,13.220,50.390,19.910,18.160,110,50
05/09/2021,70,4.220,4.440,4.980,8.730,10.030,4.590,8.100,14.070,8.870,13.240,50.400,20.040,17.940,60,30
06/09/2021,70,4.250,4.520,4.960,8.730,9.970,4.660,8.100,13.760,9.150,12.980,50.490,19.840,17.920,70,50
07/09/2021,70,4.260,4.470,4.980,8.730,10.000,4.650,7.970,13.370,8.780,12.760,50.760,19.940,17.960,50,30
08/09/2021,70,4.360,4.550,5.040,8.760,10.030,4.650,7.970,13.550,8.680,12.860,50.380,19.890,18.020,60,30
09/09/2021,70,4.340,4.530,5.030,8.760,10.040,4.650,8.100,13.820,9.070,12.530,50.420,20.000,17.880,50,20
10/09/2021,70,4.360,4.550,5.040,8.770,10.050,4.580,7.970,13.900,10.020,13.080,50.440,19.770,17.880,50,20
11/09/2021,70,4.330,4.520,5.010,8.750,10.010,4.630,7.970,13.900,9.720,13.180,50.400,19.960,17.910,50,30
