iter	RMSE
445	30.4490018
446	30.44803664
447	30.44728123
448	30.44636294
449	30.44618155
450	30.44547193
451	30.44432939
452	30.44256744
453	30.44166708
454	30.44109066
455	30.44039408
456	30.43960539
457	30.43832566
458	30.4374862
459	30.43675417
460	30.43654744
461	30.43634973
462	30.43475947
463	30.4342719
464	30.43324238
465	30.43220358
466	30.4314668
467	30.43128269
468	30.43032625
469	30.4297654
470	30.42904452
471	30.42836995
472	30.4276729
473	30.42754641
474	30.42738148
475	30.42674896
476	30.42543198
477	30.42528084
478	30.42471341
479	30.42352878
480	30.42284993
481	30.42234157
482	30.4217492
483	30.42086356
484	30.42012799
485	30.41973093
486	30.41889248
487	30.41852109
488	30.41837024
489	30.41777455
490	30.41723791
491	30.41664647
492	30.4161053
493	30.41601137
494	30.41554915
495	30.41509526
496	30.41494961
497	30.41386326
498	30.41290968
499	30.41238807
500	30.41147719
501	30.41137114
502	30.41078632
503	30.40992694
504	30.40979561
505	30.40947252
506	30.40930332
507	30.40916551
508	30.40864348
509	30.40801717
510	30.40744083
511	30.40734098
512	30.40686299
513	30.40657073
514	30.4060401
515	30.4052696
516	30.40485118
517	30.40397916
518	30.40384108
519	30.40371667
520	30.40269404
521	30.40233547
522	30.40204933
523	30.40183786
524	30.40157769
525	30.40110306
526	30.40103314
527	30.40045865
528	30.4003505
529	30.40013702
530	30.39982655
531	30.3997457
532	30.39931447
533	30.39874973
534	30.3983569
535	30.39760613
536	30.39709135
537	30.39669843
538	30.39620383
539	30.39612162
540	30.39587031
541	30.39552845
542	30.39534731
543	30.39528044
544	30.39486259
545	30.39450374
546	30.39441706
547	30.39404926
548	30.39341563
549	30.39320472
550	30.39279045
551	30.39242155
552	30.39186662
553	30.39154038
554	30.39148387
555	30.39142383
556	30.3913719
557	30.39074659
558	30.39034666
559	30.38998183
560	30.38970892
561	30.38948492
562	30.38939191
563	30.38920726
564	30.38915207
565	30.38908662
566	30.38859386
567	30.38841408
568	30.38833573
569	30.38806409
570	30.38789203
571	30.38784151
572	30.38745287
573	30.38717022
574	30.3871243
575	30.38679275
576	30.38648791
577	30.38644551
578	30.38580293
579	30.38543953
580	30.38500791
581	30.38493502
582	30.38459891
583	30.38453684
584	30.38427413
585	30.38412503
586	30.38408652
587	30.38378767
588	30.38350047
589	30.38344109
590	30.38328667
591	30.38274086
592	30.38235021
593	30.38191613
594	30.38167654
595	30.38161718
596	30.38146754
597	30.38089533
598	30.38064064
599	30.38039408
600	30.37984891
601	30.37980564
602	30.37946697
603	30.37903632
604	30.37897899
605	30.37876615
606	30.37849595
607	30.37815448
608	30.37809291
609	30.37786455
610	30.3776451
611	30.37748322
612	30.37744563
613	30.37740499
614	30.37709123
615	30.37685148
616	30.37668326
617	30.37635964
618	30.37625421
619	30.37596588
620	30.37559189
621	30.37522718
622	30.37493674
623	30.37472257
624	30.37456737
625	30.3743727
626	30.37419947
627	30.37399848
628	30.37394074
629	30.37367534
630	30.37350124
631	30.3732673
632	30.3727786
633	30.37248167
634	30.37243141
635	30.3723246
636	30.37218774
637	30.37195716
638	30.37175784
639	30.3717242
640	30.37163241
641	30.37136583
642	30.37103426
643	30.37101188
644	30.37097959
645	30.37079873
646	30.3706171
647	30.37041682
648	30.37025735
649	30.37016571
650	30.37003007
651	30.3699195
652	30.36977698
653	30.36964888
654	30.36950863
655	30.36920071
656	30.36906457
657	30.36903833
658	30.36893385
659	30.36889321
660	30.36866194
661	30.3684971
662	30.36830731
663	30.36807794
664	30.36771246
665	30.36769236
666	30.3676599
667	30.36752014
668	30.3674954
669	30.36739852
670	30.36728225
671	30.36720631
672	30.36717929
673	30.36705241
674	30.36699316
675	30.36683622
676	30.3666795
677	30.36639694
678	30.36626935
679	30.36611947
680	30.36589796
681	30.36587906
682	30.36574549
683	30.36562959
684	30.3656105
685	30.36535276
686	30.36531444
687	30.36529229
688	30.36515578
689	30.36505419
690	30.36495464
691	30.3648401
692	30.36478221
693	30.36457661
694	30.3644715
695	30.3642543
696	30.36413513
697	30.36389455
698	30.36387542
699	30.36372691
700	30.36358184
701	30.36331435
702	30.36321816
703	30.36307187
704	30.36285363
705	30.36267371
706	30.36264719
707	30.36254756
708	30.36253315
709	30.36251331
710	30.36235271
711	30.36226895
712	30.36222895
713	30.36211772
714	30.36195904
715	30.36183842
716	30.36182372
717	30.36174567
718	30.36167523
719	30.3616478
720	30.36148856
721	30.36136113
722	30.36125716
723	30.36111803
724	30.36101807
725	30.36083977
726	30.36075237
727	30.36050535
728	30.36048997
729	30.3604238
730	30.36039763
731	30.36032301
732	30.3603091
733	30.36029413
734	30.36023129
735	30.36014763
736	30.3601248
737	30.36003628
738	30.35995482
739	30.35983243
740	30.35975723
741	30.35969332
742	30.35964231
743	30.35953594
744	30.35944478
745	30.35919001
746	30.35911542
747	30.35905118
748	30.35891043
749	30.35878086
750	30.35867109
751	30.35859663
752	30.35858571
753	30.35857319
754	30.35855249
755	30.35848235
756	30.35834615
757	30.35823749
758	30.35821282
759	30.35815425
760	30.35804872
761	30.35793507
762	30.35792512
763	30.35783821
764	30.35782019
765	30.3577767
766	30.35771705
767	30.35766391
768	30.35764149
769	30.35758979
770	30.35746718
771	30.35741079
772	30.3573137
773	30.35726252
774	30.35724218
775	30.35704127
776	30.35699577
777	30.35691292
778	30.35676234
779	30.35670001
780	30.35668869
781	30.35658053
782	30.35654808
783	30.35645006
784	30.35631568
785	30.35630516
786	30.35624903
787	30.3562396
788	30.35622704
789	30.3561599
790	30.35609253
791	30.35605198
792	30.35604118
793	30.35603261
794	30.35598689
795	30.35593885
796	30.35583446
797	30.35571631
798	30.35570963
799	30.3557031
800	30.3556131
801	30.35553506
802	30.35543949
803	30.35535796
804	30.35531334
805	30.35524199
806	30.35506668
807	30.35499531
808	30.3549628
809	30.35481008
810	30.35471048
811	30.35463215
812	30.35459841
813	30.35456779
814	30.35453533
815	30.35448627
816	30.35440042
817	30.35438074
818	30.35436053
819	30.35434759
820	30.35433228
821	30.35427469
822	30.35416709
823	30.35409186
824	30.35407798
825	30.35398143
826	30.35394283
827	30.35391011
828	30.3538362
829	30.3538193
830	30.35374662
831	30.35369294
832	30.35358393
833	30.3535215
834	30.35342696
835	30.35331553
836	30.35326982
837	30.35325711
838	30.35322577
839	30.35315007
840	30.35311532
841	30.35307388
842	30.35300214
843	30.35299152
844	30.35298583
845	30.35289374
846	30.35283495
847	30.35282317
848	30.35279682
849	30.35266515
850	30.35262571
851	30.352563
852	30.35255465
853	30.3525475
854	30.3525289
855	30.35250195
856	30.35247832
857	30.35247254
858	30.35243095
859	30.35238437
860	30.35234874
861	30.35231998
862	30.35223608
863	30.35213903
864	30.35213153
865	30.35212549
866	30.35203086
867	30.35199114
868	30.35198514
869	30.35189957
870	30.35187047
871	30.3518112
872	30.35176262
873	30.35168246
874	30.35161878
875	30.35160112
876	30.35153684
877	30.35150094
878	30.3514732
879	30.35145476
880	30.35144927
881	30.35136498
882	30.35135705
883	30.35129718
884	30.35128206
885	30.35123951
886	30.35123283
887	30.35117895
888	30.35115109
889	30.35114688
890	30.35110427
891	30.35107764
892	30.35107179
893	30.35105645
894	30.35100929
895	30.3509733
896	30.35090108
897	30.35089338
898	30.3508554
899	30.35083101
900	30.35080801
901	30.35076889
902	30.35073921
903	30.35069472
904	30.3506868
905	30.35068072
906	30.35064007
907	30.35061898
908	30.35059608
909	30.35058657
910	30.35057307
911	30.35056436
912	30.35054214
913	30.35050316
914	30.35045099
915	30.35039513
916	30.35029997
917	30.35029388
918	30.35024561
919	30.35019802
920	30.35018336
921	30.35015011
922	30.35011703
923	30.35009667
924	30.35008982
925	30.35008312
926	30.35004389
927	30.35003997
928	30.34999049
929	30.34998682
930	30.34995221
931	30.3499473
932	30.34992335
933	30.34986404
934	30.34982243
935	30.34977198
936	30.34976226
937	30.34975991
938	30.34975169
939	30.34972797
940	30.34972407
941	30.3497105
942	30.34968483
943	30.3496825
944	30.34966284
945	30.34962224
946	30.34961666
947	30.3495966
948	30.34957577
949	30.34955811
950	30.34951749
951	30.34947555
952	30.34946051
953	30.34941463
954	30.34940387
955	30.34936508
956	30.34931565
957	30.34927242
958	30.34920647
959	30.34917588
960	30.34916801
961	30.34916573
962	30.34912579
963	30.34908789
964	30.34907079
965	30.34905076
966	30.34899436
967	30.34897601
968	30.34893947
969	30.34892492
970	30.34889199
971	30.34884875
972	30.34881936
973	30.34880463
974	30.34876868
975	30.34873905
976	30.34872864
977	30.3486951
978	30.34866522
979	30.34864893
980	30.34863311
981	30.34860122
982	30.34858142
983	30.34855702
984	30.34849851
985	30.34848887
986	30.34844335
987	30.34842951
988	30.3484277
989	30.34842389
990	30.34840567
991	30.34838715
992	30.34837641
993	30.34834387
994	30.34834135
995	30.34833782
996	30.34831473
997	30.34829854
998	30.34825745
999	30.34824348
